[07:59:40] 🔇 [quiet-window] 进入 pre_quiet，owner=1774712054103，fire_at=08:00:00
[08:00:05] 🔫 [quiet-window] 进入 fire_window，owner=1774712054103
[08:00:05] ⏰ [自动任务] 开始执行任务: 1774712054103
[08:00:05] 🕒 [时间对齐] server_offset=0.0s, base_run=2026-03-29 08:00:00, target_date=2026-03-31
[18:59:59] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:00:04] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:00:05] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:00:11] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:00:12] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:00:18] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:00:20] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:00:26] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:00:27] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:00:33] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:00:35] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:00:41] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:00:42] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:00:48] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:00:50] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:00:56] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:00:57] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:01:03] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:01:04] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:01:09] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:01:10] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:01:15] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:01:17] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:01:22] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:01:23] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:01:29] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:01:31] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:01:37] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:01:38] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:01:44] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:01:46] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:01:52] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:01:53] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:01:59] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:02:00] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:02:05] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:02:07] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:02:12] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:02:13] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:02:19] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:02:20] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:02:26] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:02:28] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:02:34] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:02:35] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:02:41] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:02:42] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:02:48] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:02:50] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:02:56] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:02:57] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:03:02] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:03:04] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:03:09] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:03:10] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:03:16] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:03:17] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:03:23] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:03:25] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:03:31] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:03:32] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:03:38] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:03:40] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:03:46] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:03:47] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:03:53] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:03:55] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:04:00] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:04:01] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:04:07] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:04:08] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:04:13] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:04:15] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:04:21] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:04:22] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:04:28] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:04:29] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:04:35] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:04:37] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:04:42] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:04:43] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:04:49] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:04:51] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:04:56] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:04:57] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:05:02] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:05:03] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:05:09] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:05:11] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:05:17] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:05:18] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:05:24] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:05:25] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:05:30] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:05:31] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:05:37] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:05:39] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:05:45] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:05:46] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:05:52] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:05:53] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:05:59] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:06:01] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:06:06] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:06:07] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:06:13] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:06:15] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:06:20] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:06:21] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:06:26] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:06:28] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:06:33] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:06:35] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:06:41] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:06:42] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:06:47] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:06:49] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:06:55] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:06:56] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:07:02] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:07:04] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:07:10] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:07:11] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:07:17] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:07:18] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:07:23] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:07:24] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:07:30] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:07:32] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:07:37] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:07:38] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:07:44] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:07:46] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:07:52] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:07:53] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:07:58] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:08:00] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:08:06] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:08:07] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:08:13] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:08:14] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:08:19] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:08:21] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:08:26] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:08:27] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:08:33] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:08:35] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:08:40] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:08:42] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:08:47] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:08:48] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:08:54] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:08:56] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:09:02] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:09:03] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:09:09] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:09:11] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:09:17] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:09:18] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:09:24] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:09:25] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:09:31] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:09:33] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:09:39] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:09:40] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:09:46] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:09:47] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:09:53] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:09:55] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:10:00] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:10:01] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[19:10:06] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[19:10:08] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:02:47] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:02:53] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:02:59] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:03:02] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:03:07] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:03:08] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:03:14] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:03:16] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:03:21] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:03:22] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:03:27] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:03:29] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:03:34] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:03:37] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:03:42] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:03:49] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:03:51] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:03:51] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:03:56] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:03:59] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:04:04] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:04:06] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:04:11] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:04:12] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 2}
[21:04:17] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:04:19] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:04:24] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:04:25] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:04:30] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:04:32] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:04:38] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:04:39] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:04:45] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:04:46] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:04:51] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:04:53] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:04:58] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:05:05] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:05:08] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:05:07] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:05:13] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:05:15] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:05:20] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:05:23] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:05:27] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:05:28] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:05:33] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:05:37] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:05:41] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:05:42] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:05:46] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:05:48] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
